Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.040,,662.00,603.00,98.00,-8.50,-12.31,-172.96,0.00,406.00,567.00,104.00
0.116,,661.00,600.00,97.00,-8.18,-11.75,-175.75,0.00,406.00,567.00,104.00
0.282,,635.00,568.00,93.00,-5.64,-9.58,-174.36,0.00,406.00,567.00,104.00
0.332,,634.00,567.00,94.00,-6.25,-7.56,-166.19,0.00,406.00,567.00,104.00
0.442,,617.00,567.00,90.00,-4.98,-8.01,-175.48,0.00,406.00,567.00,104.00
0.683,,605.00,576.00,88.00,-7.24,-8.55,-165.09,0.00,406.00,567.00,104.00
0.975,,464.00,601.00,89.00,-10.89,2.89,-168.92,0.00,406.00,567.00,104.00
1.037,,456.00,598.00,87.00,-13.26,-11.89,-166.08,0.00,406.00,567.00,104.00
1.105,,452.00,597.00,87.00,-12.57,-12.19,-165.64,0.00,406.00,567.00,104.00
1.160,,440.00,592.00,89.00,-11.38,-9.35,-161.08,0.00,406.00,567.00,104.00
1.215,,429.00,587.00,88.00,-10.71,-13.76,-168.01,0.00,406.00,567.00,104.00
1.315,,425.00,584.00,89.00,-9.51,8.35,176.80,0.00,406.00,567.00,104.00
1.418,,423.00,581.00,89.00,-10.64,-13.79,-166.05,0.00,406.00,567.00,104.00
1.475,,392.00,561.00,90.00,-8.66,-3.76,-166.37,0.00,406.00,567.00,104.00
1.532,,396.00,557.00,89.00,-10.45,-14.81,-165.20,0.00,406.00,567.00,104.00
1.589,,401.00,556.00,91.00,-9.74,-19.55,-166.27,0.00,406.00,567.00,104.00
1.644,,402.00,555.00,90.00,-9.39,-12.53,-163.17,0.00,406.00,567.00,104.00
1.701,,402.00,553.00,87.00,-8.90,-2.92,-168.94,0.00,406.00,567.00,104.00
1.753,,400.00,552.00,88.00,-10.56,-5.79,-167.42,0.00,406.00,567.00,104.00
1.808,,401.00,552.00,88.00,-9.85,-2.32,-172.28,0.00,406.00,567.00,104.00
1.866,,404.00,551.00,89.00,-11.22,-16.52,-172.98,0.00,406.00,567.00,104.00
1.921,,403.00,548.00,88.00,-10.40,-12.64,-174.08,0.00,406.00,567.00,104.00
1.977,,400.00,546.00,89.00,-9.48,3.90,-175.93,0.00,406.00,567.00,104.00
2.034,,400.00,547.00,89.00,-10.07,1.03,-170.54,0.00,406.00,567.00,104.00
2.088,,402.00,551.00,89.00,-11.52,-8.33,-172.66,0.00,406.00,567.00,104.00
2.141,,402.00,555.00,89.00,-12.77,-13.79,-171.04,0.00,406.00,567.00,104.00
2.199,,402.00,557.00,90.00,-11.25,7.09,-177.22,0.00,406.00,567.00,104.00
2.263,,401.00,559.00,90.00,-11.79,2.01,-178.62,0.00,406.00,567.00,104.00
2.371,,406.00,564.00,101.00,-15.27,13.77,166.66,0.00,406.00,567.00,104.00
2.582,,411.00,582.00,94.00,-16.27,-15.04,-163.03,0.00,406.00,567.00,104.00
2.635,,409.00,587.00,94.00,-15.05,-14.08,-165.76,0.00,406.00,567.00,104.00
2.687,,406.00,591.00,95.00,-16.49,-16.08,-167.69,0.00,406.00,567.00,104.00
2.740,,404.00,593.00,95.00,-16.67,-11.16,-163.70,0.00,406.00,567.00,104.00
2.796,,404.00,596.00,97.00,-16.83,-11.62,-162.20,0.00,406.00,567.00,104.00
2.849,,405.00,595.00,98.00,-17.81,-16.57,-163.50,0.00,406.00,567.00,104.00
2.901,,405.00,593.00,99.00,-17.20,-15.02,-163.88,0.00,406.00,567.00,104.00
3.017,,408.00,585.00,100.00,-16.86,-12.65,-161.98,0.00,406.00,567.00,104.00
3.072,,415.00,571.00,99.00,-16.62,-15.07,-165.04,0.00,406.00,567.00,104.00
3.132,,419.00,560.00,100.00,-16.40,-15.22,-166.31,0.00,406.00,567.00,104.00
3.189,,427.00,550.00,98.00,-14.05,1.67,-173.15,0.00,406.00,567.00,104.00
3.249,,435.00,541.00,99.00,-14.73,-3.69,-170.09,0.00,406.00,567.00,104.00
3.306,,435.00,541.00,100.00,-15.99,-9.56,-170.92,0.00,406.00,567.00,104.00
3.362,,434.00,542.00,100.00,-15.71,-4.61,-167.10,0.00,406.00,567.00,104.00
3.421,,436.00,544.00,100.00,-15.43,-2.20,-166.02,0.00,406.00,567.00,104.00
3.449,,436.00,546.00,100.00,-15.25,2.49,-174.99,1.00,770.00,685.00,110.00
3.506,,437.00,549.00,100.00,-14.65,6.55,-175.55,1.00,770.00,685.00,110.00
3.564,,437.00,554.00,100.00,-15.22,1.63,-173.20,1.00,770.00,685.00,110.00
3.621,,435.00,560.00,101.00,-16.60,-5.99,176.18,1.00,770.00,685.00,110.00
3.678,,436.00,562.00,101.00,-16.57,-12.59,-176.48,1.00,770.00,685.00,110.00
3.733,,434.00,566.00,100.00,-17.13,-13.56,-173.87,1.00,770.00,685.00,110.00
3.785,,434.00,566.00,100.00,-16.75,-10.76,-174.42,1.00,770.00,685.00,110.00
3.838,,433.00,568.00,100.00,-15.22,1.56,-173.30,1.00,770.00,685.00,110.00
3.891,,432.00,569.00,100.00,-16.55,-12.32,179.15,1.00,770.00,685.00,110.00
3.943,,432.00,569.00,100.00,-16.92,-13.39,-177.79,1.00,770.00,685.00,110.00
3.995,,432.00,569.00,100.00,-17.13,-9.34,-172.11,1.00,770.00,685.00,110.00
4.048,,438.00,569.00,100.00,-16.32,0.75,-167.93,1.00,770.00,685.00,110.00
4.309,,604.00,602.00,103.00,-14.03,-7.39,-161.51,1.00,770.00,685.00,110.00
4.372,,625.00,608.00,103.00,-14.80,-7.69,-162.71,1.00,770.00,685.00,110.00
4.476,,663.00,619.00,103.00,-14.90,-11.09,-176.37,1.00,770.00,685.00,110.00
4.530,,688.00,627.00,102.00,-15.70,-10.16,-175.98,1.00,770.00,685.00,110.00
4.581,,705.00,630.00,102.00,-17.04,-7.78,-174.27,1.00,770.00,685.00,110.00
4.685,,756.00,643.00,98.00,-17.61,-11.54,-169.59,1.00,770.00,685.00,110.00
4.736,,774.00,650.00,98.00,-18.53,-15.20,-172.04,1.00,770.00,685.00,110.00
4.787,,781.00,654.00,97.00,-18.01,-13.20,-169.06,1.00,770.00,685.00,110.00
4.838,,790.00,665.00,98.00,-17.43,-12.83,-169.52,1.00,770.00,685.00,110.00
4.889,,792.00,668.00,98.00,-17.80,-12.40,-168.31,1.00,770.00,685.00,110.00
4.939,,797.00,680.00,98.00,-18.27,-11.69,-167.63,1.00,770.00,685.00,110.00
4.989,,799.00,684.00,98.00,-18.33,-12.11,-168.77,1.00,770.00,685.00,110.00
5.040,,800.00,692.00,98.00,-19.02,-12.15,-166.19,1.00,770.00,685.00,110.00
5.091,,799.00,695.00,98.00,-18.61,-12.65,-167.55,1.00,770.00,685.00,110.00
5.145,,798.00,699.00,98.00,-19.28,-13.68,-167.14,1.00,770.00,685.00,110.00
5.198,,795.00,700.00,98.00,-19.25,-13.73,-167.31,1.00,770.00,685.00,110.00
5.249,,793.00,700.00,98.00,-18.60,-15.77,-168.66,1.00,770.00,685.00,110.00
5.300,,792.00,699.00,97.00,-18.99,-11.85,-168.09,1.00,770.00,685.00,110.00
5.354,,788.00,697.00,98.00,-18.93,-11.37,-166.78,1.00,770.00,685.00,110.00
5.408,,780.00,693.00,97.00,-17.58,-12.57,-168.96,1.00,770.00,685.00,110.00
5.460,,774.00,689.00,98.00,-18.14,-11.17,-168.42,1.00,770.00,685.00,110.00
5.512,,772.00,687.00,98.00,-18.14,-10.01,-168.71,1.00,770.00,685.00,110.00
5.565,,771.00,686.00,98.00,-18.25,-10.53,-169.84,1.00,770.00,685.00,110.00
5.616,,771.00,684.00,98.00,-17.91,-12.17,-170.55,1.00,770.00,685.00,110.00
5.667,,775.00,682.00,99.00,-18.49,-11.41,-169.43,1.00,770.00,685.00,110.00
5.718,,779.00,682.00,99.00,-18.52,-11.32,-169.22,1.00,770.00,685.00,110.00
5.770,,782.00,682.00,97.00,-17.61,-10.05,-169.63,1.00,770.00,685.00,110.00
5.822,,786.00,680.00,98.00,-17.89,-11.23,-169.15,1.00,770.00,685.00,110.00
5.877,,788.00,676.00,99.00,-17.91,-13.36,-170.70,1.00,770.00,685.00,110.00
5.930,,788.00,676.00,98.00,-17.92,-11.16,-169.04,1.00,770.00,685.00,110.00
5.981,,789.00,675.00,99.00,-18.19,-11.66,-170.47,1.00,770.00,685.00,110.00
6.034,,789.00,675.00,99.00,-18.15,-12.26,-168.77,1.00,770.00,685.00,110.00
6.087,,790.00,677.00,99.00,-17.57,-14.84,-171.21,1.00,770.00,685.00,110.00
6.141,,790.00,678.00,98.00,-17.90,-11.11,-169.10,1.00,770.00,685.00,110.00
6.193,,790.00,678.00,98.00,-17.90,-11.11,-169.10,1.00,770.00,685.00,110.00
6.247,,788.00,679.00,99.00,-17.44,-11.25,-169.29,1.00,770.00,685.00,110.00
6.300,,785.00,679.00,99.00,-17.44,-11.10,-169.23,1.00,770.00,685.00,110.00
6.351,,782.00,680.00,99.00,-17.06,-10.63,-170.97,1.00,770.00,685.00,110.00
6.412,,777.00,682.00,101.00,-16.70,-10.93,-168.30,1.00,770.00,685.00,110.00
6.472,,772.00,685.00,99.00,-16.23,-7.63,-170.98,1.00,770.00,685.00,110.00
6.527,,770.00,686.00,99.00,-16.82,-8.62,-169.16,1.00,770.00,685.00,110.00
6.579,,769.00,686.00,100.00,-16.72,-9.04,-170.45,1.00,770.00,685.00,110.00
6.634,,770.00,685.00,100.00,-15.64,-9.22,-170.60,1.00,770.00,685.00,110.00
6.687,,771.00,684.00,100.00,-15.08,-9.52,-171.71,1.00,770.00,685.00,110.00
6.741,,771.00,683.00,99.00,-15.40,-7.67,-170.96,1.00,770.00,685.00,110.00
6.792,,772.00,683.00,100.00,-15.01,-7.88,-170.85,1.00,770.00,685.00,110.00
6.843,,773.00,683.00,101.00,-16.24,-8.37,-168.97,1.00,770.00,685.00,110.00
6.894,,775.00,683.00,100.00,-15.66,-9.09,-170.53,1.00,770.00,685.00,110.00
6.947,,779.00,681.00,100.00,-15.68,-7.25,-170.69,1.00,770.00,685.00,110.00
6.999,,780.00,680.00,101.00,-15.27,-8.53,-170.21,1.00,770.00,685.00,110.00
7.050,,781.00,679.00,100.00,-15.70,-5.45,-168.18,1.00,770.00,685.00,110.00
7.101,,780.00,679.00,100.00,-15.30,-7.88,-172.53,1.00,770.00,685.00,110.00
7.155,,778.00,679.00,100.00,-15.34,-7.99,-172.18,1.00,770.00,685.00,110.00
7.210,,779.00,679.00,100.00,-15.26,-5.35,-168.31,1.00,770.00,685.00,110.00
7.266,,778.00,680.00,100.00,-15.03,-7.37,-170.64,1.00,770.00,685.00,110.00
7.316,,778.00,679.00,100.00,-14.69,-8.07,-172.18,1.00,770.00,685.00,110.00
7.368,,778.00,679.00,100.00,-14.69,-8.07,-172.18,1.00,770.00,685.00,110.00
7.419,,778.00,680.00,100.00,-14.64,-7.57,-170.57,1.00,770.00,685.00,110.00
7.473,,777.00,680.00,100.00,-14.25,-7.85,-172.33,1.00,770.00,685.00,110.00
7.525,,777.00,678.00,100.00,-13.31,-4.40,-171.55,1.00,770.00,685.00,110.00
7.580,,777.00,677.00,100.00,-12.33,-6.95,-172.67,1.00,770.00,685.00,110.00
7.633,,777.00,673.00,100.00,-10.64,-5.10,-172.95,1.00,770.00,685.00,110.00
7.685,,779.00,673.00,100.00,-10.65,-5.05,-172.94,1.00,770.00,685.00,110.00
7.736,,782.00,672.00,100.00,-9.99,-3.01,-173.54,1.00,770.00,685.00,110.00
7.787,,785.00,672.00,100.00,-9.92,-2.67,-171.74,1.00,770.00,685.00,110.00
7.839,,786.00,672.00,100.00,-9.97,-2.70,-171.17,1.00,770.00,685.00,110.00
7.866,,787.00,671.00,100.00,-10.02,-0.54,-174.11,2.00,667.00,511.00,92.00
7.917,,788.00,672.00,100.00,-9.64,-2.57,-173.06,2.00,667.00,511.00,92.00
7.969,,791.00,671.00,100.00,-9.99,-0.53,-171.32,2.00,667.00,511.00,92.00
8.022,,793.00,672.00,100.00,-9.66,-0.04,-173.47,2.00,667.00,511.00,92.00
8.076,,798.00,672.00,100.00,-10.33,-2.99,-173.16,2.00,667.00,511.00,92.00
8.129,,801.00,672.00,100.00,-9.66,-2.30,-172.97,2.00,667.00,511.00,92.00
8.181,,804.00,673.00,101.00,-9.21,-0.82,-167.67,2.00,667.00,511.00,92.00
8.236,,805.00,675.00,101.00,-7.93,-0.47,-171.25,2.00,667.00,511.00,92.00
8.287,,804.00,674.00,100.00,-8.27,-0.10,-176.56,2.00,667.00,511.00,92.00
8.341,,802.00,671.00,102.00,-8.84,0.94,-167.24,2.00,667.00,511.00,92.00
