Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg),Marker No,X ,Y ,R
0.029,,640.00,514.00,101.00,0.27,1.22,-150.03,0.00,174.00,588.00,107.00
0.154,,594.00,502.00,100.00,0.25,3.58,158.61,0.00,174.00,588.00,107.00
0.200,,558.00,493.00,100.00,0.48,5.20,158.50,0.00,174.00,588.00,107.00
0.246,,503.00,475.00,98.00,0.26,4.75,161.07,0.00,174.00,588.00,107.00
0.293,,466.00,462.00,98.00,0.12,8.86,159.34,0.00,174.00,588.00,107.00
0.341,,406.00,439.00,96.00,-0.16,10.67,161.80,0.00,174.00,588.00,107.00
0.390,,382.00,429.00,97.00,-1.42,10.92,160.54,0.00,174.00,588.00,107.00
0.434,,369.00,422.00,92.00,-2.57,11.40,166.33,0.00,174.00,588.00,107.00
0.482,,356.00,415.00,94.00,-2.71,11.90,164.76,0.00,174.00,588.00,107.00
0.526,,337.00,406.00,93.00,-11.01,-29.68,-145.16,0.00,174.00,588.00,107.00
0.577,,323.00,399.00,93.00,-3.80,13.99,164.26,0.00,174.00,588.00,107.00
0.628,,300.00,391.00,93.00,-14.86,-35.62,-142.83,0.00,174.00,588.00,107.00
0.680,,264.00,384.00,92.00,-19.02,-38.31,-139.83,0.00,174.00,588.00,107.00
0.742,,246.00,384.00,92.00,-7.16,20.18,163.30,0.00,174.00,588.00,107.00
0.805,,237.00,386.00,106.00,-8.22,20.01,161.69,0.00,174.00,588.00,107.00
0.913,,213.00,397.00,92.00,-6.89,24.05,164.04,0.00,174.00,588.00,107.00
0.977,,194.00,413.00,90.00,-7.29,24.54,163.78,0.00,174.00,588.00,107.00
1.030,,188.00,426.00,91.00,-22.58,-48.15,-138.08,0.00,174.00,588.00,107.00
1.092,,185.00,434.00,89.00,-6.82,24.52,163.97,0.00,174.00,588.00,107.00
1.142,,182.00,442.00,90.00,-5.96,26.13,164.71,0.00,174.00,588.00,107.00
1.190,,181.00,449.00,90.00,-6.62,24.17,163.65,0.00,174.00,588.00,107.00
1.260,,177.00,463.00,89.00,-6.49,23.18,162.89,0.00,174.00,588.00,107.00
1.354,,176.00,469.00,90.00,-6.08,23.72,162.60,0.00,174.00,588.00,107.00
1.414,,175.00,478.00,91.00,-4.85,24.62,163.73,0.00,174.00,588.00,107.00
1.464,,176.00,497.00,92.00,-15.97,-50.98,-144.77,0.00,174.00,588.00,107.00
1.515,,179.00,504.00,93.00,-4.85,22.22,161.66,0.00,174.00,588.00,107.00
1.565,,181.00,510.00,94.00,-4.04,22.79,161.51,0.00,174.00,588.00,107.00
1.614,,183.00,514.00,95.00,-4.83,22.29,160.09,0.00,174.00,588.00,107.00
1.663,,185.00,517.00,94.00,-11.62,-48.33,-147.24,0.00,174.00,588.00,107.00
1.713,,186.00,520.00,95.00,-3.80,20.73,159.08,0.00,174.00,588.00,107.00
1.764,,189.00,524.00,95.00,-2.76,19.36,159.45,0.00,174.00,588.00,107.00
1.817,,191.00,526.00,96.00,-1.91,20.97,159.98,0.00,174.00,588.00,107.00
1.869,,194.00,529.00,97.00,-1.98,19.94,158.75,0.00,174.00,588.00,107.00
1.923,,196.00,530.00,98.00,-2.39,18.78,156.77,0.00,174.00,588.00,107.00
1.985,,197.00,532.00,98.00,-1.71,18.34,157.58,0.00,174.00,588.00,107.00
2.035,,196.00,533.00,99.00,-2.00,19.45,156.72,0.00,174.00,588.00,107.00
2.084,,194.00,535.00,99.00,-2.04,18.48,154.78,0.00,174.00,588.00,107.00
2.133,,192.00,537.00,101.00,-1.96,19.38,154.10,0.00,174.00,588.00,107.00
2.183,,191.00,539.00,101.00,-8.75,-44.16,-140.93,0.00,174.00,588.00,107.00
2.231,,189.00,540.00,100.00,-1.34,18.22,153.56,0.00,174.00,588.00,107.00
2.279,,188.00,542.00,101.00,-2.40,17.78,151.59,0.00,174.00,588.00,107.00
2.327,,187.00,543.00,101.00,-1.71,17.85,151.59,0.00,174.00,588.00,107.00
2.377,,185.00,545.00,102.00,-7.17,-47.12,-141.70,0.00,174.00,588.00,107.00
2.426,,184.00,545.00,102.00,-2.47,16.32,149.72,0.00,174.00,588.00,107.00
2.474,,183.00,546.00,102.00,-2.01,19.37,150.79,0.00,174.00,588.00,107.00
2.523,,183.00,547.00,102.00,-2.10,17.61,150.23,0.00,174.00,588.00,107.00
2.574,,182.00,549.00,102.00,-1.36,18.95,151.44,0.00,174.00,588.00,107.00
2.621,,181.00,550.00,102.00,-1.72,18.20,150.30,0.00,174.00,588.00,107.00
2.668,,181.00,551.00,102.00,-7.09,-45.35,-140.34,0.00,174.00,588.00,107.00
2.714,,180.00,551.00,102.00,-7.09,-45.38,-140.34,0.00,174.00,588.00,107.00
2.762,,179.00,551.00,102.00,-2.15,17.39,150.09,0.00,174.00,588.00,107.00
2.809,,177.00,552.00,101.00,-1.46,17.61,150.74,0.00,174.00,588.00,107.00
2.859,,176.00,552.00,102.00,-6.87,-46.89,-141.48,0.00,174.00,588.00,107.00
2.908,,175.00,552.00,101.00,-1.80,18.07,151.29,0.00,174.00,588.00,107.00
2.932,,174.00,552.00,101.00,-1.44,18.15,150.67,1.00,295.00,495.00,105.00
2.978,,174.00,553.00,102.00,-8.48,-47.81,-140.55,1.00,295.00,495.00,105.00
3.026,,173.00,553.00,102.00,-2.12,18.51,149.98,1.00,295.00,495.00,105.00
3.073,,173.00,553.00,102.00,-7.92,-47.48,-140.90,1.00,295.00,495.00,105.00
3.126,,172.00,555.00,102.00,-7.56,-46.15,-140.84,1.00,295.00,495.00,105.00
3.175,,173.00,555.00,102.00,-7.67,-46.79,-140.69,1.00,295.00,495.00,105.00
3.224,,172.00,556.00,101.00,-1.86,17.41,149.97,1.00,295.00,495.00,105.00
3.273,,172.00,557.00,102.00,-2.14,18.98,150.53,1.00,295.00,495.00,105.00
3.321,,174.00,558.00,101.00,-2.23,17.97,150.43,1.00,295.00,495.00,105.00
3.371,,183.00,559.00,102.00,-8.14,-46.95,-141.57,1.00,295.00,495.00,105.00
3.420,,194.00,557.00,100.00,-3.34,17.80,151.53,1.00,295.00,495.00,105.00
